Task size,Pages,Task size local ,Task size rem,Distance,Comtime,Decision
372,18,3457.55,6753.09,29,10.4,1
372,18,3457.55,6753.09,30,11,1
372,18,3457.55,6753.09,31,11,1
372,18,3457.55,6753.09,32,11.2,1
372,18,3457.55,6753.09,33,11.4,1
372,18,3457.55,6753.09,34,11.4,1
372,18,3457.55,6753.09,35,11.5,1
372,18,3457.55,6753.09,36,11.5,1
372,18,3457.55,6753.09,37,11.6,1
372,18,3457.55,6753.09,38,12,0
372,18,3457.55,6753.09,39,12.2,0
372,18,3457.55,6753.09,40,12.5,0
398,8,1543.17,3428.4,1,5.5,0
398,8,1543.17,3428.4,2,5.5,0
398,8,1543.17,3428.4,3,5.8,0
398,8,1543.17,3428.4,4,5.9,0
398,8,1543.17,3428.4,5,5.9,0
398,8,1543.17,3428.4,6,6,0
398,8,1543.17,3428.4,7,6,0
398,8,1543.17,3428.4,8,6,0
398,8,1543.17,3428.4,9,6.3,0
398,8,1543.17,3428.4,10,6.3,0
398,8,1543.17,3428.4,11,6.5,0
398,8,1543.17,3428.4,12,6.4,0
398,8,1543.17,3428.4,13,6.4,0
398,8,1543.17,3428.4,14,6.5,0
398,8,1543.17,3428.4,15,6.5,0
398,8,1543.17,3428.4,16,6.5,0
398,8,1543.17,3428.4,17,6.7,0
398,8,1543.17,3428.4,18,7.1,0
398,8,1543.17,3428.4,19,7.7,0
398,8,1543.17,3428.4,20,8,0
398,8,1543.17,3428.4,21,8,0
398,8,1543.17,3428.4,22,8.1,0
398,8,1543.17,3428.4,23,8.4,0
398,8,1543.17,3428.4,24,8.6,0
398,8,1543.17,3428.4,25,8.8,0
398,8,1543.17,3428.4,26,9.1,0
398,8,1543.17,3428.4,27,9.3,0
398,8,1543.17,3428.4,28,10.1,0
398,8,1543.17,3428.4,29,10.4,0
398,8,1543.17,3428.4,30,11,0
398,8,1543.17,3428.4,31,11,0
398,8,1543.17,3428.4,32,11.2,0
398,8,1543.17,3428.4,33,11.4,0
398,8,1543.17,3428.4,34,11.4,0
398,8,1543.17,3428.4,35,11.5,0
398,8,1543.17,3428.4,36,11.5,0
398,8,1543.17,3428.4,37,11.6,0
398,8,1543.17,3428.4,38,12,0
398,8,1543.17,3428.4,39,12.2,0
398,8,1543.17,3428.4,40,12.5,0
410,18,1892.58,4500.65,1,5.5,1
410,18,1892.58,4500.65,2,5.5,1
410,18,1892.58,4500.65,3,5.8,1
410,18,1892.58,4500.65,4,5.9,1
410,18,1892.58,4500.65,5,5.9,1
410,18,1892.58,4500.65,6,6,1
410,18,1892.58,4500.65,7,6,1
410,18,1892.58,4500.65,8,6,1
410,18,1892.58,4500.65,9,6.3,1
410,18,1892.58,4500.65,10,6.3,1
410,18,1892.58,4500.65,11,6.5,1
410,18,1892.58,4500.65,12,6.4,1
410,18,1892.58,4500.65,13,6.4,1
410,18,1892.58,4500.65,14,6.5,1
410,18,1892.58,4500.65,15,6.5,1
410,18,1892.58,4500.65,16,6.5,1
410,18,1892.58,4500.65,17,6.7,1
410,18,1892.58,4500.65,18,7.1,0
410,18,1892.58,4500.65,19,7.7,0
410,18,1892.58,4500.65,20,8,0
410,18,1892.58,4500.65,21,8,0
410,18,1892.58,4500.65,22,8.1,0
410,18,1892.58,4500.65,23,8.4,0
410,18,1892.58,4500.65,24,8.6,0
410,18,1892.58,4500.65,25,8.8,0
410,18,1892.58,4500.65,26,9.1,0
410,18,1892.58,4500.65,27,9.3,0
410,18,1892.58,4500.65,28,10.1,0
410,18,1892.58,4500.65,29,10.4,0
410,18,1892.58,4500.65,30,11,0
410,18,1892.58,4500.65,31,11,0
410,18,1892.58,4500.65,32,11.2,0
410,18,1892.58,4500.65,33,11.4,0
410,18,1892.58,4500.65,34,11.4,0
410,18,1892.58,4500.65,35,11.5,0
410,18,1892.58,4500.65,36,11.5,0
410,18,1892.58,4500.65,37,11.6,0
410,18,1892.58,4500.65,38,12,0
410,18,1892.58,4500.65,39,12.2,0
410,18,1892.58,4500.65,40,12.5,0
411,18,4608.57,6793.98,1,5.5,1
411,18,4608.57,6793.98,2,5.5,1
411,18,4608.57,6793.98,3,5.8,1
411,18,4608.57,6793.98,4,5.9,1
411,18,4608.57,6793.98,5,5.9,1
411,18,4608.57,6793.98,6,6,1
411,18,4608.57,6793.98,7,6,1
411,18,4608.57,6793.98,8,6,1
411,18,4608.57,6793.98,9,6.3,1
411,18,4608.57,6793.98,10,6.3,1
411,18,4608.57,6793.98,11,6.5,1
411,18,4608.57,6793.98,12,6.4,1
411,18,4608.57,6793.98,13,6.4,1
411,18,4608.57,6793.98,14,6.5,1
411,18,4608.57,6793.98,15,6.5,1
411,18,4608.57,6793.98,16,6.5,1
411,18,4608.57,6793.98,17,6.7,1
411,18,4608.57,6793.98,18,7.1,1
411,18,4608.57,6793.98,19,7.7,1
411,18,4608.57,6793.98,20,8,1
411,18,4608.57,6793.98,21,8,1
411,18,4608.57,6793.98,22,8.1,1
411,18,4608.57,6793.98,23,8.4,1
411,18,4608.57,6793.98,24,8.6,1
411,18,4608.57,6793.98,25,8.8,1
411,18,4608.57,6793.98,26,9.1,1
411,18,4608.57,6793.98,27,9.3,1
411,18,4608.57,6793.98,28,10.1,1
411,18,4608.57,6793.98,29,10.4,1
411,18,4608.57,6793.98,30,11,1
411,18,4608.57,6793.98,31,11,1
411,18,4608.57,6793.98,32,11.2,1
411,18,4608.57,6793.98,33,11.4,1
411,18,4608.57,6793.98,34,11.4,1
411,18,4608.57,6793.98,35,11.5,1
411,18,4608.57,6793.98,36,11.5,1
411,18,4608.57,6793.98,37,11.6,1
411,18,4608.57,6793.98,38,12,1
411,18,4608.57,6793.98,39,12.2,1
411,18,4608.57,6793.98,40,12.5,1
444,23,2184.67,5766.23,1,5.5,1
444,23,2184.67,5766.23,2,5.5,1
444,23,2184.67,5766.23,3,5.8,1
444,23,2184.67,5766.23,4,5.9,1
444,23,2184.67,5766.23,5,5.9,1
444,23,2184.67,5766.23,6,6,1
444,23,2184.67,5766.23,7,6,1
444,23,2184.67,5766.23,8,6,1
444,23,2184.67,5766.23,9,6.3,1
444,23,2184.67,5766.23,10,6.3,1
444,23,2184.67,5766.23,11,6.5,1
444,23,2184.67,5766.23,12,6.4,1
444,23,2184.67,5766.23,13,6.4,1
444,23,2184.67,5766.23,14,6.5,1
444,23,2184.67,5766.23,15,6.5,1
444,23,2184.67,5766.23,16,6.5,1
444,23,2184.67,5766.23,17,6.7,0
444,23,2184.67,5766.23,18,7.1,0
444,23,2184.67,5766.23,19,7.7,0
444,23,2184.67,5766.23,20,8,0
444,23,2184.67,5766.23,21,8,0
444,23,2184.67,5766.23,22,8.1,0
444,23,2184.67,5766.23,23,8.4,0
444,23,2184.67,5766.23,24,8.6,0
444,23,2184.67,5766.23,25,8.8,0
444,23,2184.67,5766.23,26,9.1,0
444,23,2184.67,5766.23,27,9.3,0
444,23,2184.67,5766.23,28,10.1,0
444,23,2184.67,5766.23,29,10.4,0
444,23,2184.67,5766.23,30,11,0
444,23,2184.67,5766.23,31,11,0
444,23,2184.67,5766.23,32,11.2,0
444,23,2184.67,5766.23,33,11.4,0
444,23,2184.67,5766.23,34,11.4,0
444,23,2184.67,5766.23,35,11.5,0
444,23,2184.67,5766.23,36,11.5,0
444,23,2184.67,5766.23,37,11.6,0
444,23,2184.67,5766.23,38,12,0
444,23,2184.67,5766.23,39,12.2,0
444,23,2184.67,5766.23,40,12.5,0
449,52,5768.19,11426.37,1,5.5,1
449,52,5768.19,11426.37,2,5.5,1
449,52,5768.19,11426.37,3,5.8,1
449,52,5768.19,11426.37,4,5.9,1
449,52,5768.19,11426.37,5,5.9,1
449,52,5768.19,11426.37,6,6,1
449,52,5768.19,11426.37,7,6,1
449,52,5768.19,11426.37,8,6,1
449,52,5768.19,11426.37,9,6.3,1
449,52,5768.19,11426.37,10,6.3,1
449,52,5768.19,11426.37,11,6.5,1
449,52,5768.19,11426.37,12,6.4,1
449,52,5768.19,11426.37,13,6.4,1
449,52,5768.19,11426.37,14,6.5,1
449,52,5768.19,11426.37,15,6.5,1
449,52,5768.19,11426.37,16,6.5,1
449,52,5768.19,11426.37,17,6.7,1
449,52,5768.19,11426.37,18,7.1,1
449,52,5768.19,11426.37,19,7.7,1
449,52,5768.19,11426.37,20,8,1
449,52,5768.19,11426.37,21,8,1
449,52,5768.19,11426.37,22,8.1,1
449,52,5768.19,11426.37,23,8.4,1
449,52,5768.19,11426.37,24,8.6,1
449,52,5768.19,11426.37,25,8.8,1
449,52,5768.19,11426.37,26,9.1,1
449,52,5768.19,11426.37,27,9.3,1
449,52,5768.19,11426.37,28,10.1,1
449,52,5768.19,11426.37,29,10.4,1
449,52,5768.19,11426.37,30,11,1
449,52,5768.19,11426.37,31,11,1
449,52,5768.19,11426.37,32,11.2,1
449,52,5768.19,11426.37,33,11.4,1
449,52,5768.19,11426.37,34,11.4,1
449,52,5768.19,11426.37,35,11.5,1
449,52,5768.19,11426.37,36,11.5,1
449,52,5768.19,11426.37,37,11.6,1
449,52,5768.19,11426.37,38,12,1
449,52,5768.19,11426.37,39,12.2,1
449,52,5768.19,11426.37,40,12.5,1
472,12,3471.35,5046.18,1,5.5,1
472,12,3471.35,5046.18,2,5.5,1
472,12,3471.35,5046.18,3,5.8,1
472,12,3471.35,5046.18,4,5.9,1
472,12,3471.35,5046.18,5,5.9,1
472,12,3471.35,5046.18,6,6,1
472,12,3471.35,5046.18,7,6,1
472,12,3471.35,5046.18,8,6,1
472,12,3471.35,5046.18,9,6.3,1
472,12,3471.35,5046.18,10,6.3,1
472,12,3471.35,5046.18,11,6.5,1
472,12,3471.35,5046.18,12,6.4,1
472,12,3471.35,5046.18,13,6.4,1
472,12,3471.35,5046.18,14,6.5,1
472,12,3471.35,5046.18,15,6.5,1
472,12,3471.35,5046.18,16,6.5,1
472,12,3471.35,5046.18,17,6.7,1
472,12,3471.35,5046.18,18,7.1,1
472,12,3471.35,5046.18,19,7.7,1
472,12,3471.35,5046.18,20,8,1
472,12,3471.35,5046.18,21,8,1
472,12,3471.35,5046.18,22,8.1,1
472,12,3471.35,5046.18,23,8.4,1
472,12,3471.35,5046.18,24,8.6,1
472,12,3471.35,5046.18,25,8.8,1
472,12,3471.35,5046.18,26,9.1,1
472,12,3471.35,5046.18,27,9.3,1
472,12,3471.35,5046.18,28,10.1,1
472,12,3471.35,5046.18,29,10.4,1
472,12,3471.35,5046.18,30,11,1
472,12,3471.35,5046.18,31,11,1
472,12,3471.35,5046.18,32,11.2,1
472,12,3471.35,5046.18,33,11.4,1
472,12,3471.35,5046.18,34,11.4,1
472,12,3471.35,5046.18,35,11.5,1
472,12,3471.35,5046.18,36,11.5,1
472,12,3471.35,5046.18,37,11.6,1
472,12,3471.35,5046.18,38,12,1
472,12,3471.35,5046.18,39,12.2,1
472,12,3471.35,5046.18,40,12.5,1
537,16,1195.43,3170.18,1,5.5,0
537,16,1195.43,3170.18,2,5.5,0
537,16,1195.43,3170.18,3,5.8,0
537,16,1195.43,3170.18,4,5.9,0
537,16,1195.43,3170.18,5,5.9,0
537,16,1195.43,3170.18,6,6,0
537,16,1195.43,3170.18,7,6,0
537,16,1195.43,3170.18,8,6,0
537,16,1195.43,3170.18,9,6.3,0
537,16,1195.43,3170.18,10,6.3,0
537,16,1195.43,3170.18,11,6.5,0
537,16,1195.43,3170.18,12,6.4,0
537,16,1195.43,3170.18,13,6.4,0
537,16,1195.43,3170.18,14,6.5,0
537,16,1195.43,3170.18,15,6.5,0
537,16,1195.43,3170.18,16,6.5,0
537,16,1195.43,3170.18,17,6.7,0
537,16,1195.43,3170.18,18,7.1,0
537,16,1195.43,3170.18,19,7.7,0
537,16,1195.43,3170.18,20,8,0
537,16,1195.43,3170.18,21,8,0
537,16,1195.43,3170.18,22,8.1,0
537,16,1195.43,3170.18,23,8.4,0
537,16,1195.43,3170.18,24,8.6,0
537,16,1195.43,3170.18,25,8.8,0
537,16,1195.43,3170.18,26,9.1,0
537,16,1195.43,3170.18,27,9.3,0
537,16,1195.43,3170.18,28,10.1,0
537,16,1195.43,3170.18,29,10.4,0
537,16,1195.43,3170.18,30,11,0
537,16,1195.43,3170.18,31,11,0
537,16,1195.43,3170.18,32,11.2,0
537,16,1195.43,3170.18,33,11.4,0
537,16,1195.43,3170.18,34,11.4,0
537,16,1195.43,3170.18,35,11.5,0
537,16,1195.43,3170.18,36,11.5,0
537,16,1195.43,3170.18,37,11.6,0
537,16,1195.43,3170.18,38,12,0
537,16,1195.43,3170.18,39,12.2,0
537,16,1195.43,3170.18,40,12.5,0
573,20,2805.65,5014.05,1,5.5,1
573,20,2805.65,5014.05,2,5.5,1
573,20,2805.65,5014.05,3,5.8,1
573,20,2805.65,5014.05,4,5.9,1
573,20,2805.65,5014.05,5,5.9,1
573,20,2805.65,5014.05,6,6,1
573,20,2805.65,5014.05,7,6,1
573,20,2805.65,5014.05,8,6,1
573,20,2805.65,5014.05,9,6.3,1
573,20,2805.65,5014.05,10,6.3,1
573,20,2805.65,5014.05,11,6.5,1
573,20,2805.65,5014.05,12,6.4,1
573,20,2805.65,5014.05,13,6.4,1
573,20,2805.65,5014.05,14,6.5,1
573,20,2805.65,5014.05,15,6.5,1
573,20,2805.65,5014.05,16,6.5,1
573,20,2805.65,5014.05,17,6.7,1
573,20,2805.65,5014.05,18,7.1,1
573,20,2805.65,5014.05,19,7.7,1
573,20,2805.65,5014.05,20,8,1
573,20,2805.65,5014.05,21,8,1
573,20,2805.65,5014.05,22,8.1,1
573,20,2805.65,5014.05,23,8.4,1
573,20,2805.65,5014.05,24,8.6,1
573,20,2805.65,5014.05,25,8.8,1
573,20,2805.65,5014.05,26,9.1,1
573,20,2805.65,5014.05,27,9.3,1
573,20,2805.65,5014.05,28,10.1,1
573,20,2805.65,5014.05,29,10.4,1
573,20,2805.65,5014.05,30,11,0
573,20,2805.65,5014.05,31,11,0
573,20,2805.65,5014.05,32,11.2,0
573,20,2805.65,5014.05,33,11.4,0
573,20,2805.65,5014.05,34,11.4,0
573,20,2805.65,5014.05,35,11.5,0
573,20,2805.65,5014.05,36,11.5,0
573,20,2805.65,5014.05,37,11.6,0
573,20,2805.65,5014.05,38,12,0
573,20,2805.65,5014.05,39,12.2,0
573,20,2805.65,5014.05,40,12.5,0
627,14,2061.68,4556.39,1,5.5,1
627,14,2061.68,4556.39,2,5.5,1
627,14,2061.68,4556.39,3,5.8,1
627,14,2061.68,4556.39,4,5.9,1
627,14,2061.68,4556.39,5,5.9,1
627,14,2061.68,4556.39,6,6,1
627,14,2061.68,4556.39,7,6,1
627,14,2061.68,4556.39,8,6,1
627,14,2061.68,4556.39,9,6.3,1
627,14,2061.68,4556.39,10,6.3,1
627,14,2061.68,4556.39,11,6.5,1
627,14,2061.68,4556.39,12,6.4,1
627,14,2061.68,4556.39,13,6.4,1
627,14,2061.68,4556.39,14,6.5,1
627,14,2061.68,4556.39,15,6.5,1
627,14,2061.68,4556.39,16,6.5,1
627,14,2061.68,4556.39,17,6.7,1
627,14,2061.68,4556.39,18,7.1,1
627,14,2061.68,4556.39,19,7.7,1
627,14,2061.68,4556.39,20,8,1
627,14,2061.68,4556.39,21,8,1
627,14,2061.68,4556.39,22,8.1,1
627,14,2061.68,4556.39,23,8.4,0
627,14,2061.68,4556.39,24,8.6,0
627,14,2061.68,4556.39,25,8.8,0
627,14,2061.68,4556.39,26,9.1,0
627,14,2061.68,4556.39,27,9.3,0
627,14,2061.68,4556.39,28,10.1,0
627,14,2061.68,4556.39,29,10.4,0
627,14,2061.68,4556.39,30,11,0
627,14,2061.68,4556.39,31,11,0
627,14,2061.68,4556.39,32,11.2,0
627,14,2061.68,4556.39,33,11.4,0
627,14,2061.68,4556.39,34,11.4,0
627,14,2061.68,4556.39,35,11.5,0
627,14,2061.68,4556.39,36,11.5,0
627,14,2061.68,4556.39,37,11.6,0
627,14,2061.68,4556.39,38,12,0
627,14,2061.68,4556.39,39,12.2,0
627,14,2061.68,4556.39,40,12.5,0
644,75,12246.25,22315.25,1,5.5,1
644,75,12246.25,22315.25,2,5.5,1
644,75,12246.25,22315.25,3,5.8,1
644,75,12246.25,22315.25,4,5.9,1
644,75,12246.25,22315.25,5,5.9,1
644,75,12246.25,22315.25,6,6,1
644,75,12246.25,22315.25,7,6,1
644,75,12246.25,22315.25,8,6,1
644,75,12246.25,22315.25,9,6.3,1
644,75,12246.25,22315.25,10,6.3,1
644,75,12246.25,22315.25,11,6.5,1
644,75,12246.25,22315.25,12,6.4,1
644,75,12246.25,22315.25,13,6.4,1
644,75,12246.25,22315.25,14,6.5,1
644,75,12246.25,22315.25,15,6.5,1
644,75,12246.25,22315.25,16,6.5,1
644,75,12246.25,22315.25,17,6.7,1
644,75,12246.25,22315.25,18,7.1,1
644,75,12246.25,22315.25,19,7.7,1
644,75,12246.25,22315.25,20,8,1
644,75,12246.25,22315.25,21,8,1
644,75,12246.25,22315.25,22,8.1,1
644,75,12246.25,22315.25,23,8.4,1
644,75,12246.25,22315.25,24,8.6,1
644,75,12246.25,22315.25,25,8.8,1
644,75,12246.25,22315.25,26,9.1,1
644,75,12246.25,22315.25,27,9.3,1
644,75,12246.25,22315.25,28,10.1,1
644,75,12246.25,22315.25,29,10.4,1
644,75,12246.25,22315.25,30,11,1
644,75,12246.25,22315.25,31,11,1
644,75,12246.25,22315.25,32,11.2,1
644,75,12246.25,22315.25,33,11.4,1
644,75,12246.25,22315.25,34,11.4,1
644,75,12246.25,22315.25,35,11.5,1
644,75,12246.25,22315.25,36,11.5,1
644,75,12246.25,22315.25,37,11.6,1
644,75,12246.25,22315.25,38,12,1
644,75,12246.25,22315.25,39,12.2,1
644,75,12246.25,22315.25,40,12.5,1
657,14,1494.79,3973.48,1,5.5,0
657,14,1494.79,3973.48,2,5.5,0
657,14,1494.79,3973.48,3,5.8,0
657,14,1494.79,3973.48,4,5.9,0
657,14,1494.79,3973.48,5,5.9,0
657,14,1494.79,3973.48,6,6,0
657,14,1494.79,3973.48,7,6,0
657,14,1494.79,3973.48,8,6,0
657,14,1494.79,3973.48,9,6.3,0
657,14,1494.79,3973.48,10,6.3,0
657,14,1494.79,3973.48,11,6.5,0
657,14,1494.79,3973.48,12,6.4,0
657,14,1494.79,3973.48,13,6.4,0
657,14,1494.79,3973.48,14,6.5,0
657,14,1494.79,3973.48,15,6.5,0
657,14,1494.79,3973.48,16,6.5,0
657,14,1494.79,3973.48,17,6.7,0
657,14,1494.79,3973.48,18,7.1,0
657,14,1494.79,3973.48,19,7.7,0
657,14,1494.79,3973.48,20,8,0
657,14,1494.79,3973.48,21,8,0
657,14,1494.79,3973.48,22,8.1,0
657,14,1494.79,3973.48,23,8.4,0
657,14,1494.79,3973.48,24,8.6,0
657,14,1494.79,3973.48,25,8.8,0
657,14,1494.79,3973.48,26,9.1,0
657,14,1494.79,3973.48,27,9.3,0
657,14,1494.79,3973.48,28,10.1,0
657,14,1494.79,3973.48,29,10.4,0
657,14,1494.79,3973.48,30,11,0
657,14,1494.79,3973.48,31,11,0
657,14,1494.79,3973.48,32,11.2,0
657,14,1494.79,3973.48,33,11.4,0
657,14,1494.79,3973.48,34,11.4,0
657,14,1494.79,3973.48,35,11.5,0
657,14,1494.79,3973.48,36,11.5,0
657,14,1494.79,3973.48,37,11.6,0
657,14,1494.79,3973.48,38,12,0
657,14,1494.79,3973.48,39,12.2,0
657,14,1494.79,3973.48,40,12.5,0
740,18,2307.87,4034.81,1,5.5,0
740,18,2307.87,4034.81,2,5.5,0
740,18,2307.87,4034.81,3,5.8,0
740,18,2307.87,4034.81,4,5.9,0
740,18,2307.87,4034.81,5,5.9,0
740,18,2307.87,4034.81,6,6,0
740,18,2307.87,4034.81,7,6,0
740,18,2307.87,4034.81,8,6,0
740,18,2307.87,4034.81,9,6.3,0
740,18,2307.87,4034.81,10,6.3,0
740,18,2307.87,4034.81,11,6.5,0
740,18,2307.87,4034.81,12,6.4,0
740,18,2307.87,4034.81,13,6.4,0
740,18,2307.87,4034.81,14,6.5,0
740,18,2307.87,4034.81,15,6.5,0
740,18,2307.87,4034.81,16,6.5,0
740,18,2307.87,4034.81,17,6.7,0
740,18,2307.87,4034.81,18,7.1,0
740,18,2307.87,4034.81,19,7.7,0
740,18,2307.87,4034.81,20,8,0
740,18,2307.87,4034.81,21,8,0
740,18,2307.87,4034.81,22,8.1,0
740,18,2307.87,4034.81,23,8.4,0
740,18,2307.87,4034.81,24,8.6,0
740,18,2307.87,4034.81,25,8.8,0
740,18,2307.87,4034.81,26,9.1,0
740,18,2307.87,4034.81,27,9.3,0
740,18,2307.87,4034.81,28,10.1,0
740,18,2307.87,4034.81,29,10.4,0
740,18,2307.87,4034.81,30,11,0
740,18,2307.87,4034.81,31,11,0
740,18,2307.87,4034.81,32,11.2,0
740,18,2307.87,4034.81,33,11.4,0
740,18,2307.87,4034.81,34,11.4,0
740,18,2307.87,4034.81,35,11.5,0
740,18,2307.87,4034.81,36,11.5,0
740,18,2307.87,4034.81,37,11.6,0
740,18,2307.87,4034.81,38,12,0
740,18,2307.87,4034.81,39,12.2,0
740,18,2307.87,4034.81,40,12.5,0
744,14,1969.34,3725.07,1,5.5,0
744,14,1969.34,3725.07,2,5.5,0
744,14,1969.34,3725.07,3,5.8,0
744,14,1969.34,3725.07,4,5.9,0
744,14,1969.34,3725.07,5,5.9,0
744,14,1969.34,3725.07,6,6,0
744,14,1969.34,3725.07,7,6,0
744,14,1969.34,3725.07,8,6,0
744,14,1969.34,3725.07,9,6.3,0
744,14,1969.34,3725.07,10,6.3,0
744,14,1969.34,3725.07,11,6.5,0
744,14,1969.34,3725.07,12,6.4,0
744,14,1969.34,3725.07,13,6.4,0
744,14,1969.34,3725.07,14,6.5,0
744,14,1969.34,3725.07,15,6.5,0
744,14,1969.34,3725.07,16,6.5,0
744,14,1969.34,3725.07,17,6.7,0
744,14,1969.34,3725.07,18,7.1,0
744,14,1969.34,3725.07,19,7.7,0
744,14,1969.34,3725.07,20,8,0
744,14,1969.34,3725.07,21,8,0
744,14,1969.34,3725.07,22,8.1,0
744,14,1969.34,3725.07,23,8.4,0
744,14,1969.34,3725.07,24,8.6,0
744,14,1969.34,3725.07,25,8.8,0
744,14,1969.34,3725.07,26,9.1,0
744,14,1969.34,3725.07,27,9.3,0
744,14,1969.34,3725.07,28,10.1,0
744,14,1969.34,3725.07,29,10.4,0
744,14,1969.34,3725.07,30,11,0
744,14,1969.34,3725.07,31,11,0
744,14,1969.34,3725.07,32,11.2,0
744,14,1969.34,3725.07,33,11.4,0
744,14,1969.34,3725.07,34,11.4,0
744,14,1969.34,3725.07,35,11.5,0
744,14,1969.34,3725.07,36,11.5,0
744,14,1969.34,3725.07,37,11.6,0
744,14,1969.34,3725.07,38,12,0
744,14,1969.34,3725.07,39,12.2,0
744,14,1969.34,3725.07,40,12.5,0
791,16,2784.81,4978.63,1,5.5,0
791,16,2784.81,4978.63,2,5.5,0
791,16,2784.81,4978.63,3,5.8,0
791,16,2784.81,4978.63,4,5.9,0
791,16,2784.81,4978.63,5,5.9,0
791,16,2784.81,4978.63,6,6,0
791,16,2784.81,4978.63,7,6,0
791,16,2784.81,4978.63,8,6,0
791,16,2784.81,4978.63,9,6.3,0
791,16,2784.81,4978.63,10,6.3,0
791,16,2784.81,4978.63,11,6.5,0
791,16,2784.81,4978.63,12,6.4,0
791,16,2784.81,4978.63,13,6.4,0
791,16,2784.81,4978.63,14,6.5,0
791,16,2784.81,4978.63,15,6.5,0
791,16,2784.81,4978.63,16,6.5,0
791,16,2784.81,4978.63,17,6.7,0
791,16,2784.81,4978.63,18,7.1,0
791,16,2784.81,4978.63,19,7.7,0
791,16,2784.81,4978.63,20,8,0
791,16,2784.81,4978.63,21,8,0
791,16,2784.81,4978.63,22,8.1,0
791,16,2784.81,4978.63,23,8.4,0
791,16,2784.81,4978.63,24,8.6,0
791,16,2784.81,4978.63,25,8.8,0
791,16,2784.81,4978.63,26,9.1,0
791,16,2784.81,4978.63,27,9.3,0
791,16,2784.81,4978.63,28,10.1,0
791,16,2784.81,4978.63,29,10.4,0
791,16,2784.81,4978.63,30,11,0
791,16,2784.81,4978.63,31,11,0
791,16,2784.81,4978.63,32,11.2,0
791,16,2784.81,4978.63,33,11.4,0
791,16,2784.81,4978.63,34,11.4,0
791,16,2784.81,4978.63,35,11.5,0
791,16,2784.81,4978.63,36,11.5,0
791,16,2784.81,4978.63,37,11.6,0
791,16,2784.81,4978.63,38,12,0
791,16,2784.81,4978.63,39,12.2,0
791,16,2784.81,4978.63,40,12.5,0
850,14,2088.86,3016.64,1,5.5,0
850,14,2088.86,3016.64,2,5.5,0
850,14,2088.86,3016.64,3,5.8,0
850,14,2088.86,3016.64,4,5.9,0
850,14,2088.86,3016.64,5,5.9,0
850,14,2088.86,3016.64,6,6,0
850,14,2088.86,3016.64,7,6,0
850,14,2088.86,3016.64,8,6,0
850,14,2088.86,3016.64,9,6.3,0
850,14,2088.86,3016.64,10,6.3,0
850,14,2088.86,3016.64,11,6.5,0
850,14,2088.86,3016.64,12,6.4,0
850,14,2088.86,3016.64,13,6.4,0
850,14,2088.86,3016.64,14,6.5,0
850,14,2088.86,3016.64,15,6.5,0
850,14,2088.86,3016.64,16,6.5,0
850,14,2088.86,3016.64,17,6.7,0
850,14,2088.86,3016.64,18,7.1,0
850,14,2088.86,3016.64,19,7.7,0
850,14,2088.86,3016.64,20,8,0
850,14,2088.86,3016.64,21,8,0
850,14,2088.86,3016.64,22,8.1,0
850,14,2088.86,3016.64,23,8.4,0
850,14,2088.86,3016.64,24,8.6,0
850,14,2088.86,3016.64,25,8.8,0
850,14,2088.86,3016.64,26,9.1,0
850,14,2088.86,3016.64,27,9.3,0
850,14,2088.86,3016.64,28,10.1,0
850,14,2088.86,3016.64,29,10.4,0
850,14,2088.86,3016.64,30,11,0
850,14,2088.86,3016.64,31,11,0
850,14,2088.86,3016.64,32,11.2,0
850,14,2088.86,3016.64,33,11.4,0
850,14,2088.86,3016.64,34,11.4,0
850,14,2088.86,3016.64,35,11.5,0
850,14,2088.86,3016.64,36,11.5,0
850,14,2088.86,3016.64,37,11.6,0
850,14,2088.86,3016.64,38,12,0
850,14,2088.86,3016.64,39,12.2,0
850,14,2088.86,3016.64,40,12.5,0
874,14,1461.42,3242.65,1,5.5,0
874,14,1461.42,3242.65,2,5.5,0
874,14,1461.42,3242.65,3,5.8,0
874,14,1461.42,3242.65,4,5.9,0
874,14,1461.42,3242.65,5,5.9,0
874,14,1461.42,3242.65,6,6,0
874,14,1461.42,3242.65,7,6,0
874,14,1461.42,3242.65,8,6,0
874,14,1461.42,3242.65,9,6.3,0
874,14,1461.42,3242.65,10,6.3,0
874,14,1461.42,3242.65,11,6.5,0
874,14,1461.42,3242.65,12,6.4,0
874,14,1461.42,3242.65,13,6.4,0
874,14,1461.42,3242.65,14,6.5,0
874,14,1461.42,3242.65,15,6.5,0
874,14,1461.42,3242.65,16,6.5,0
874,14,1461.42,3242.65,17,6.7,0
874,14,1461.42,3242.65,18,7.1,0
874,14,1461.42,3242.65,19,7.7,0
874,14,1461.42,3242.65,20,8,0
874,14,1461.42,3242.65,21,8,0
874,14,1461.42,3242.65,22,8.1,0
874,14,1461.42,3242.65,23,8.4,0
874,14,1461.42,3242.65,24,8.6,0
874,14,1461.42,3242.65,25,8.8,0
874,14,1461.42,3242.65,26,9.1,0
874,14,1461.42,3242.65,27,9.3,0
874,14,1461.42,3242.65,28,10.1,0
874,14,1461.42,3242.65,29,10.4,0
874,14,1461.42,3242.65,30,11,0
874,14,1461.42,3242.65,31,11,0
874,14,1461.42,3242.65,32,11.2,0
874,14,1461.42,3242.65,33,11.4,0
874,14,1461.42,3242.65,34,11.4,0
