Task size,Pages,Task size local ,Task size rem,Distance,Comtime,Decision
1714,369,61566.87,84166.76,39,12.2,1
1714,369,61566.87,84166.76,40,12.5,1
1727,28,4133.8,12586.13,1,5.5,1
1727,28,4133.8,12586.13,2,5.5,1
1727,28,4133.8,12586.13,3,5.8,1
1727,28,4133.8,12586.13,4,5.9,1
1727,28,4133.8,12586.13,5,5.9,1
1727,28,4133.8,12586.13,6,6,1
1727,28,4133.8,12586.13,7,6,1
1727,28,4133.8,12586.13,8,6,1
1727,28,4133.8,12586.13,9,6.3,1
1727,28,4133.8,12586.13,10,6.3,1
1727,28,4133.8,12586.13,11,6.5,1
1727,28,4133.8,12586.13,12,6.4,1
1727,28,4133.8,12586.13,13,6.4,1
1727,28,4133.8,12586.13,14,6.5,1
1727,28,4133.8,12586.13,15,6.5,1
1727,28,4133.8,12586.13,16,6.5,1
1727,28,4133.8,12586.13,17,6.7,1
1727,28,4133.8,12586.13,18,7.1,1
1727,28,4133.8,12586.13,19,7.7,1
1727,28,4133.8,12586.13,20,8,1
1727,28,4133.8,12586.13,21,8,1
1727,28,4133.8,12586.13,22,8.1,1
1727,28,4133.8,12586.13,23,8.4,1
1727,28,4133.8,12586.13,24,8.6,1
1727,28,4133.8,12586.13,25,8.8,1
1727,28,4133.8,12586.13,26,9.1,1
1727,28,4133.8,12586.13,27,9.3,1
1727,28,4133.8,12586.13,28,10.1,1
1727,28,4133.8,12586.13,29,10.4,1
1727,28,4133.8,12586.13,30,11,1
1727,28,4133.8,12586.13,31,11,1
1727,28,4133.8,12586.13,32,11.2,1
1727,28,4133.8,12586.13,33,11.4,0
1727,28,4133.8,12586.13,34,11.4,0
1727,28,4133.8,12586.13,35,11.5,0
1727,28,4133.8,12586.13,36,11.5,0
1727,28,4133.8,12586.13,37,11.6,0
1727,28,4133.8,12586.13,38,12,0
1727,28,4133.8,12586.13,39,12.2,0
1727,28,4133.8,12586.13,40,12.5,0
1755,30,3378.03,5533.32,1,5.5,1
1755,30,3378.03,5533.32,2,5.5,1
1755,30,3378.03,5533.32,3,5.8,1
1755,30,3378.03,5533.32,4,5.9,1
1755,30,3378.03,5533.32,5,5.9,1
1755,30,3378.03,5533.32,6,6,1
1755,30,3378.03,5533.32,7,6,1
1755,30,3378.03,5533.32,8,6,1
1755,30,3378.03,5533.32,9,6.3,1
1755,30,3378.03,5533.32,10,6.3,1
1755,30,3378.03,5533.32,11,6.5,1
1755,30,3378.03,5533.32,12,6.4,1
1755,30,3378.03,5533.32,13,6.4,1
1755,30,3378.03,5533.32,14,6.5,1
1755,30,3378.03,5533.32,15,6.5,1
1755,30,3378.03,5533.32,16,6.5,1
1755,30,3378.03,5533.32,17,6.7,1
1755,30,3378.03,5533.32,18,7.1,1
1755,30,3378.03,5533.32,19,7.7,1
1755,30,3378.03,5533.32,20,8,1
1755,30,3378.03,5533.32,21,8,1
1755,30,3378.03,5533.32,22,8.1,1
1755,30,3378.03,5533.32,23,8.4,1
1755,30,3378.03,5533.32,24,8.6,1
1755,30,3378.03,5533.32,25,8.8,1
1755,30,3378.03,5533.32,26,9.1,1
1755,30,3378.03,5533.32,27,9.3,1
1755,30,3378.03,5533.32,28,10.1,0
1755,30,3378.03,5533.32,29,10.4,0
1755,30,3378.03,5533.32,30,11,0
1755,30,3378.03,5533.32,31,11,0
1755,30,3378.03,5533.32,32,11.2,0
1755,30,3378.03,5533.32,33,11.4,0
1755,30,3378.03,5533.32,34,11.4,0
1755,30,3378.03,5533.32,35,11.5,0
1755,30,3378.03,5533.32,36,11.5,0
1755,30,3378.03,5533.32,37,11.6,0
1755,30,3378.03,5533.32,38,12,0
1755,30,3378.03,5533.32,39,12.2,0
1755,30,3378.03,5533.32,40,12.5,0
1782,28,3629.44,4363.4,1,5.5,1
1782,28,3629.44,4363.4,2,5.5,1
1782,28,3629.44,4363.4,3,5.8,1
1782,28,3629.44,4363.4,4,5.9,1
1782,28,3629.44,4363.4,5,5.9,1
1782,28,3629.44,4363.4,6,6,1
1782,28,3629.44,4363.4,7,6,1
1782,28,3629.44,4363.4,8,6,1
1782,28,3629.44,4363.4,9,6.3,1
1782,28,3629.44,4363.4,10,6.3,1
1782,28,3629.44,4363.4,11,6.5,1
1782,28,3629.44,4363.4,12,6.4,1
1782,28,3629.44,4363.4,13,6.4,1
1782,28,3629.44,4363.4,14,6.5,1
1782,28,3629.44,4363.4,15,6.5,1
1782,28,3629.44,4363.4,16,6.5,1
1782,28,3629.44,4363.4,17,6.7,1
1782,28,3629.44,4363.4,18,7.1,1
1782,28,3629.44,4363.4,19,7.7,1
1782,28,3629.44,4363.4,20,8,1
1782,28,3629.44,4363.4,21,8,1
1782,28,3629.44,4363.4,22,8.1,1
1782,28,3629.44,4363.4,23,8.4,1
1782,28,3629.44,4363.4,24,8.6,1
1782,28,3629.44,4363.4,25,8.8,1
1782,28,3629.44,4363.4,26,9.1,1
1782,28,3629.44,4363.4,27,9.3,1
1782,28,3629.44,4363.4,28,10.1,1
1782,28,3629.44,4363.4,29,10.4,1
1782,28,3629.44,4363.4,30,11,0
1782,28,3629.44,4363.4,31,11,0
1782,28,3629.44,4363.4,32,11.2,0
1782,28,3629.44,4363.4,33,11.4,0
1782,28,3629.44,4363.4,34,11.4,0
1782,28,3629.44,4363.4,35,11.5,0
1782,28,3629.44,4363.4,36,11.5,0
1782,28,3629.44,4363.4,37,11.6,0
1782,28,3629.44,4363.4,38,12,0
1782,28,3629.44,4363.4,39,12.2,0
1782,28,3629.44,4363.4,40,12.5,0
1802,22,4604.26,6361.61,1,5.5,1
1802,22,4604.26,6361.61,2,5.5,1
1802,22,4604.26,6361.61,3,5.8,1
1802,22,4604.26,6361.61,4,5.9,1
1802,22,4604.26,6361.61,5,5.9,1
1802,22,4604.26,6361.61,6,6,1
1802,22,4604.26,6361.61,7,6,1
1802,22,4604.26,6361.61,8,6,1
1802,22,4604.26,6361.61,9,6.3,1
1802,22,4604.26,6361.61,10,6.3,1
1802,22,4604.26,6361.61,11,6.5,1
1802,22,4604.26,6361.61,12,6.4,1
1802,22,4604.26,6361.61,13,6.4,1
1802,22,4604.26,6361.61,14,6.5,1
1802,22,4604.26,6361.61,15,6.5,1
1802,22,4604.26,6361.61,16,6.5,1
1802,22,4604.26,6361.61,17,6.7,1
1802,22,4604.26,6361.61,18,7.1,1
1802,22,4604.26,6361.61,19,7.7,1
1802,22,4604.26,6361.61,20,8,1
1802,22,4604.26,6361.61,21,8,1
1802,22,4604.26,6361.61,22,8.1,1
1802,22,4604.26,6361.61,23,8.4,1
1802,22,4604.26,6361.61,24,8.6,1
1802,22,4604.26,6361.61,25,8.8,1
1802,22,4604.26,6361.61,26,9.1,1
1802,22,4604.26,6361.61,27,9.3,1
1802,22,4604.26,6361.61,28,10.1,1
1802,22,4604.26,6361.61,29,10.4,1
1802,22,4604.26,6361.61,30,11,1
1802,22,4604.26,6361.61,31,11,1
1802,22,4604.26,6361.61,32,11.2,1
1802,22,4604.26,6361.61,33,11.4,1
1802,22,4604.26,6361.61,34,11.4,1
1802,22,4604.26,6361.61,35,11.5,1
1802,22,4604.26,6361.61,36,11.5,1
1802,22,4604.26,6361.61,37,11.6,1
1802,22,4604.26,6361.61,38,12,1
1802,22,4604.26,6361.61,39,12.2,1
1802,22,4604.26,6361.61,40,12.5,1
1946,12,1243.45,2143.94,1,5.5,0
1946,12,1243.45,2143.94,2,5.5,0
1946,12,1243.45,2143.94,3,5.8,0
1946,12,1243.45,2143.94,4,5.9,0
1946,12,1243.45,2143.94,5,5.9,0
1946,12,1243.45,2143.94,6,6,0
1946,12,1243.45,2143.94,7,6,0
1946,12,1243.45,2143.94,8,6,0
1946,12,1243.45,2143.94,9,6.3,0
1946,12,1243.45,2143.94,10,6.3,0
1946,12,1243.45,2143.94,11,6.5,0
1946,12,1243.45,2143.94,12,6.4,0
1946,12,1243.45,2143.94,13,6.4,0
1946,12,1243.45,2143.94,14,6.5,0
1946,12,1243.45,2143.94,15,6.5,0
1946,12,1243.45,2143.94,16,6.5,0
1946,12,1243.45,2143.94,17,6.7,0
1946,12,1243.45,2143.94,18,7.1,0
1946,12,1243.45,2143.94,19,7.7,0
1946,12,1243.45,2143.94,20,8,0
1946,12,1243.45,2143.94,21,8,0
1946,12,1243.45,2143.94,22,8.1,0
1946,12,1243.45,2143.94,23,8.4,0
1946,12,1243.45,2143.94,24,8.6,0
1946,12,1243.45,2143.94,25,8.8,0
1946,12,1243.45,2143.94,26,9.1,0
1946,12,1243.45,2143.94,27,9.3,0
1946,12,1243.45,2143.94,28,10.1,0
1946,12,1243.45,2143.94,29,10.4,0
1946,12,1243.45,2143.94,30,11,0
1946,12,1243.45,2143.94,31,11,0
1946,12,1243.45,2143.94,32,11.2,0
1946,12,1243.45,2143.94,33,11.4,0
1946,12,1243.45,2143.94,34,11.4,0
1946,12,1243.45,2143.94,35,11.5,0
1946,12,1243.45,2143.94,36,11.5,0
1946,12,1243.45,2143.94,37,11.6,0
1946,12,1243.45,2143.94,38,12,0
1946,12,1243.45,2143.94,39,12.2,0
1946,12,1243.45,2143.94,40,12.5,0
1984,26,5104.41,7096.1,1,5.5,1
1984,26,5104.41,7096.1,2,5.5,1
1984,26,5104.41,7096.1,3,5.8,1
1984,26,5104.41,7096.1,4,5.9,1
1984,26,5104.41,7096.1,5,5.9,1
1984,26,5104.41,7096.1,6,6,1
1984,26,5104.41,7096.1,7,6,1
1984,26,5104.41,7096.1,8,6,1
1984,26,5104.41,7096.1,9,6.3,1
1984,26,5104.41,7096.1,10,6.3,1
1984,26,5104.41,7096.1,11,6.5,1
1984,26,5104.41,7096.1,12,6.4,1
1984,26,5104.41,7096.1,13,6.4,1
1984,26,5104.41,7096.1,14,6.5,1
1984,26,5104.41,7096.1,15,6.5,1
1984,26,5104.41,7096.1,16,6.5,1
1984,26,5104.41,7096.1,17,6.7,1
1984,26,5104.41,7096.1,18,7.1,1
1984,26,5104.41,7096.1,19,7.7,1
1984,26,5104.41,7096.1,20,8,1
1984,26,5104.41,7096.1,21,8,1
1984,26,5104.41,7096.1,22,8.1,1
1984,26,5104.41,7096.1,23,8.4,1
1984,26,5104.41,7096.1,24,8.6,1
1984,26,5104.41,7096.1,25,8.8,1
1984,26,5104.41,7096.1,26,9.1,1
1984,26,5104.41,7096.1,27,9.3,1
1984,26,5104.41,7096.1,28,10.1,1
1984,26,5104.41,7096.1,29,10.4,1
1984,26,5104.41,7096.1,30,11,1
1984,26,5104.41,7096.1,31,11,1
1984,26,5104.41,7096.1,32,11.2,1
1984,26,5104.41,7096.1,33,11.4,1
1984,26,5104.41,7096.1,34,11.4,1
1984,26,5104.41,7096.1,35,11.5,1
1984,26,5104.41,7096.1,36,11.5,1
1984,26,5104.41,7096.1,37,11.6,1
1984,26,5104.41,7096.1,38,12,1
1984,26,5104.41,7096.1,39,12.2,1
1984,26,5104.41,7096.1,40,12.5,1
2005,20,3476.25,10215.63,1,5.5,1
2005,20,3476.25,10215.63,2,5.5,1
2005,20,3476.25,10215.63,3,5.8,1
2005,20,3476.25,10215.63,4,5.9,1
2005,20,3476.25,10215.63,5,5.9,1
2005,20,3476.25,10215.63,6,6,1
2005,20,3476.25,10215.63,7,6,1
2005,20,3476.25,10215.63,8,6,1
2005,20,3476.25,10215.63,9,6.3,1
2005,20,3476.25,10215.63,10,6.3,1
2005,20,3476.25,10215.63,11,6.5,1
2005,20,3476.25,10215.63,12,6.4,1
2005,20,3476.25,10215.63,13,6.4,1
2005,20,3476.25,10215.63,14,6.5,1
2005,20,3476.25,10215.63,15,6.5,1
2005,20,3476.25,10215.63,16,6.5,1
2005,20,3476.25,10215.63,17,6.7,1
2005,20,3476.25,10215.63,18,7.1,1
2005,20,3476.25,10215.63,19,7.7,1
2005,20,3476.25,10215.63,20,8,1
2005,20,3476.25,10215.63,21,8,1
2005,20,3476.25,10215.63,22,8.1,1
2005,20,3476.25,10215.63,23,8.4,1
2005,20,3476.25,10215.63,24,8.6,1
2005,20,3476.25,10215.63,25,8.8,1
2005,20,3476.25,10215.63,26,9.1,1
2005,20,3476.25,10215.63,27,9.3,1
2005,20,3476.25,10215.63,28,10.1,1
2005,20,3476.25,10215.63,29,10.4,1
2005,20,3476.25,10215.63,30,11,1
2005,20,3476.25,10215.63,31,11,1
2005,20,3476.25,10215.63,32,11.2,1
2005,20,3476.25,10215.63,33,11.4,1
2005,20,3476.25,10215.63,34,11.4,1
2005,20,3476.25,10215.63,35,11.5,0
2005,20,3476.25,10215.63,36,11.5,0
2005,20,3476.25,10215.63,37,11.6,0
2005,20,3476.25,10215.63,38,12,0
2005,20,3476.25,10215.63,39,12.2,0
2005,20,3476.25,10215.63,40,12.5,0
2034,317,28072.02,40722.8,1,5.5,1
2034,317,28072.02,40722.8,2,5.5,1
2034,317,28072.02,40722.8,3,5.8,1
2034,317,28072.02,40722.8,4,5.9,1
2034,317,28072.02,40722.8,5,5.9,1
2034,317,28072.02,40722.8,6,6,1
2034,317,28072.02,40722.8,7,6,1
2034,317,28072.02,40722.8,8,6,1
2034,317,28072.02,40722.8,9,6.3,1
2034,317,28072.02,40722.8,10,6.3,1
2034,317,28072.02,40722.8,11,6.5,1
2034,317,28072.02,40722.8,12,6.4,1
2034,317,28072.02,40722.8,13,6.4,1
2034,317,28072.02,40722.8,14,6.5,1
2034,317,28072.02,40722.8,15,6.5,1
2034,317,28072.02,40722.8,16,6.5,1
2034,317,28072.02,40722.8,17,6.7,1
2034,317,28072.02,40722.8,18,7.1,1
2034,317,28072.02,40722.8,19,7.7,1
2034,317,28072.02,40722.8,20,8,1
2034,317,28072.02,40722.8,21,8,1
2034,317,28072.02,40722.8,22,8.1,1
2034,317,28072.02,40722.8,23,8.4,1
2034,317,28072.02,40722.8,24,8.6,1
2034,317,28072.02,40722.8,25,8.8,1
2034,317,28072.02,40722.8,26,9.1,1
2034,317,28072.02,40722.8,27,9.3,1
2034,317,28072.02,40722.8,28,10.1,1
2034,317,28072.02,40722.8,29,10.4,1
2034,317,28072.02,40722.8,30,11,1
2034,317,28072.02,40722.8,31,11,1
2034,317,28072.02,40722.8,32,11.2,1
2034,317,28072.02,40722.8,33,11.4,1
2034,317,28072.02,40722.8,34,11.4,1
2034,317,28072.02,40722.8,35,11.5,1
2034,317,28072.02,40722.8,36,11.5,1
2034,317,28072.02,40722.8,37,11.6,1
2034,317,28072.02,40722.8,38,12,1
2034,317,28072.02,40722.8,39,12.2,1
2034,317,28072.02,40722.8,40,12.5,1
2084,22,2012.88,8341.97,1,5.5,1
2084,22,2012.88,8341.97,2,5.5,1
2084,22,2012.88,8341.97,3,5.8,1
2084,22,2012.88,8341.97,4,5.9,1
2084,22,2012.88,8341.97,5,5.9,1
2084,22,2012.88,8341.97,6,6,1
2084,22,2012.88,8341.97,7,6,1
2084,22,2012.88,8341.97,8,6,1
2084,22,2012.88,8341.97,9,6.3,1
2084,22,2012.88,8341.97,10,6.3,1
2084,22,2012.88,8341.97,11,6.5,1
2084,22,2012.88,8341.97,12,6.4,1
2084,22,2012.88,8341.97,13,6.4,1
2084,22,2012.88,8341.97,14,6.5,1
2084,22,2012.88,8341.97,15,6.5,1
2084,22,2012.88,8341.97,16,6.5,1
2084,22,2012.88,8341.97,17,6.7,1
2084,22,2012.88,8341.97,18,7.1,1
2084,22,2012.88,8341.97,19,7.7,0
2084,22,2012.88,8341.97,20,8,0
2084,22,2012.88,8341.97,21,8,0
2084,22,2012.88,8341.97,22,8.1,0
2084,22,2012.88,8341.97,23,8.4,0
2084,22,2012.88,8341.97,24,8.6,0
2084,22,2012.88,8341.97,25,8.8,0
2084,22,2012.88,8341.97,26,9.1,0
2084,22,2012.88,8341.97,27,9.3,0
2084,22,2012.88,8341.97,28,10.1,0
2084,22,2012.88,8341.97,29,10.4,0
2084,22,2012.88,8341.97,30,11,0
2084,22,2012.88,8341.97,31,11,0
2084,22,2012.88,8341.97,32,11.2,0
2084,22,2012.88,8341.97,33,11.4,0
2084,22,2012.88,8341.97,34,11.4,0
2084,22,2012.88,8341.97,35,11.5,0
2084,22,2012.88,8341.97,36,11.5,0
2084,22,2012.88,8341.97,37,11.6,0
2084,22,2012.88,8341.97,38,12,0
2084,22,2012.88,8341.97,39,12.2,0
2084,22,2012.88,8341.97,40,12.5,0
2114,34,6685.35,8651.79,1,5.5,1
2114,34,6685.35,8651.79,2,5.5,1
2114,34,6685.35,8651.79,3,5.8,1
2114,34,6685.35,8651.79,4,5.9,1
2114,34,6685.35,8651.79,5,5.9,1
2114,34,6685.35,8651.79,6,6,1
2114,34,6685.35,8651.79,7,6,1
2114,34,6685.35,8651.79,8,6,1
2114,34,6685.35,8651.79,9,6.3,1
2114,34,6685.35,8651.79,10,6.3,1
2114,34,6685.35,8651.79,11,6.5,1
2114,34,6685.35,8651.79,12,6.4,1
2114,34,6685.35,8651.79,13,6.4,1
2114,34,6685.35,8651.79,14,6.5,1
2114,34,6685.35,8651.79,15,6.5,1
2114,34,6685.35,8651.79,16,6.5,1
2114,34,6685.35,8651.79,17,6.7,1
2114,34,6685.35,8651.79,18,7.1,1
2114,34,6685.35,8651.79,19,7.7,1
2114,34,6685.35,8651.79,20,8,1
2114,34,6685.35,8651.79,21,8,1
2114,34,6685.35,8651.79,22,8.1,1
2114,34,6685.35,8651.79,23,8.4,1
2114,34,6685.35,8651.79,24,8.6,1
2114,34,6685.35,8651.79,25,8.8,1
2114,34,6685.35,8651.79,26,9.1,1
2114,34,6685.35,8651.79,27,9.3,1
2114,34,6685.35,8651.79,28,10.1,1
2114,34,6685.35,8651.79,29,10.4,1
2114,34,6685.35,8651.79,30,11,1
2114,34,6685.35,8651.79,31,11,1
2114,34,6685.35,8651.79,32,11.2,1
2114,34,6685.35,8651.79,33,11.4,1
2114,34,6685.35,8651.79,34,11.4,1
2114,34,6685.35,8651.79,35,11.5,1
2114,34,6685.35,8651.79,36,11.5,1
2114,34,6685.35,8651.79,37,11.6,1
2114,34,6685.35,8651.79,38,12,1
2114,34,6685.35,8651.79,39,12.2,1
2114,34,6685.35,8651.79,40,12.5,1
2178,32,7093.97,10449.24,1,5.5,1
2178,32,7093.97,10449.24,2,5.5,1
2178,32,7093.97,10449.24,3,5.8,1
2178,32,7093.97,10449.24,4,5.9,1
2178,32,7093.97,10449.24,5,5.9,1
2178,32,7093.97,10449.24,6,6,1
2178,32,7093.97,10449.24,7,6,1
2178,32,7093.97,10449.24,8,6,1
2178,32,7093.97,10449.24,9,6.3,1
2178,32,7093.97,10449.24,10,6.3,1
2178,32,7093.97,10449.24,11,6.5,1
2178,32,7093.97,10449.24,12,6.4,1
2178,32,7093.97,10449.24,13,6.4,1
2178,32,7093.97,10449.24,14,6.5,1
2178,32,7093.97,10449.24,15,6.5,1
2178,32,7093.97,10449.24,16,6.5,1
2178,32,7093.97,10449.24,17,6.7,1
2178,32,7093.97,10449.24,18,7.1,1
2178,32,7093.97,10449.24,19,7.7,1
2178,32,7093.97,10449.24,20,8,1
2178,32,7093.97,10449.24,21,8,1
2178,32,7093.97,10449.24,22,8.1,1
2178,32,7093.97,10449.24,23,8.4,1
2178,32,7093.97,10449.24,24,8.6,1
2178,32,7093.97,10449.24,25,8.8,1
2178,32,7093.97,10449.24,26,9.1,1
2178,32,7093.97,10449.24,27,9.3,1
2178,32,7093.97,10449.24,28,10.1,1
2178,32,7093.97,10449.24,29,10.4,1
2178,32,7093.97,10449.24,30,11,1
2178,32,7093.97,10449.24,31,11,1
2178,32,7093.97,10449.24,32,11.2,1
2178,32,7093.97,10449.24,33,11.4,1
2178,32,7093.97,10449.24,34,11.4,1
2178,32,7093.97,10449.24,35,11.5,1
2178,32,7093.97,10449.24,36,11.5,1
2178,32,7093.97,10449.24,37,11.6,1
2178,32,7093.97,10449.24,38,12,1
2178,32,7093.97,10449.24,39,12.2,1
2178,32,7093.97,10449.24,40,12.5,1
2180,24,2987.2,5495.17,1,5.5,1
2180,24,2987.2,5495.17,2,5.5,1
2180,24,2987.2,5495.17,3,5.8,1
2180,24,2987.2,5495.17,4,5.9,1
2180,24,2987.2,5495.17,5,5.9,1
2180,24,2987.2,5495.17,6,6,1
2180,24,2987.2,5495.17,7,6,1
2180,24,2987.2,5495.17,8,6,1
2180,24,2987.2,5495.17,9,6.3,1
2180,24,2987.2,5495.17,10,6.3,1
2180,24,2987.2,5495.17,11,6.5,1
2180,24,2987.2,5495.17,12,6.4,1
2180,24,2987.2,5495.17,13,6.4,1
2180,24,2987.2,5495.17,14,6.5,1
2180,24,2987.2,5495.17,15,6.5,1
2180,24,2987.2,5495.17,16,6.5,1
2180,24,2987.2,5495.17,17,6.7,1
2180,24,2987.2,5495.17,18,7.1,1
2180,24,2987.2,5495.17,19,7.7,1
2180,24,2987.2,5495.17,20,8,1
2180,24,2987.2,5495.17,21,8,1
2180,24,2987.2,5495.17,22,8.1,1
2180,24,2987.2,5495.17,23,8.4,1
2180,24,2987.2,5495.17,24,8.6,1
2180,24,2987.2,5495.17,25,8.8,1
2180,24,2987.2,5495.17,26,9.1,1
2180,24,2987.2,5495.17,27,9.3,1
2180,24,2987.2,5495.17,28,10.1,1
2180,24,2987.2,5495.17,29,10.4,1
2180,24,2987.2,5495.17,30,11,0
2180,24,2987.2,5495.17,31,11,0
2180,24,2987.2,5495.17,32,11.2,0
2180,24,2987.2,5495.17,33,11.4,0
2180,24,2987.2,5495.17,34,11.4,0
2180,24,2987.2,5495.17,35,11.5,0
2180,24,2987.2,5495.17,36,11.5,0
2180,24,2987.2,5495.17,37,11.6,0
2180,24,2987.2,5495.17,38,12,0
2180,24,2987.2,5495.17,39,12.2,0
2180,24,2987.2,5495.17,40,12.5,0
2227,24,2912.14,4565.62,1,5.5,1
2227,24,2912.14,4565.62,2,5.5,1
2227,24,2912.14,4565.62,3,5.8,1
2227,24,2912.14,4565.62,4,5.9,1
2227,24,2912.14,4565.62,5,5.9,1
2227,24,2912.14,4565.62,6,6,1
2227,24,2912.14,4565.62,7,6,1
2227,24,2912.14,4565.62,8,6,1
2227,24,2912.14,4565.62,9,6.3,1
2227,24,2912.14,4565.62,10,6.3,1
2227,24,2912.14,4565.62,11,6.5,1
2227,24,2912.14,4565.62,12,6.4,1
2227,24,2912.14,4565.62,13,6.4,1
2227,24,2912.14,4565.62,14,6.5,1
2227,24,2912.14,4565.62,15,6.5,1
2227,24,2912.14,4565.62,16,6.5,1
2227,24,2912.14,4565.62,17,6.7,1
2227,24,2912.14,4565.62,18,7.1,1
2227,24,2912.14,4565.62,19,7.7,1
2227,24,2912.14,4565.62,20,8,1
2227,24,2912.14,4565.62,21,8,1
2227,24,2912.14,4565.62,22,8.1,1
2227,24,2912.14,4565.62,23,8.4,1
2227,24,2912.14,4565.62,24,8.6,1
2227,24,2912.14,4565.62,25,8.8,1
2227,24,2912.14,4565.62,26,9.1,1
2227,24,2912.14,4565.62,27,9.3,1
2227,24,2912.14,4565.62,28,10.1,1
2227,24,2912.14,4565.62,29,10.4,1
2227,24,2912.14,4565.62,30,11,1
2227,24,2912.14,4565.62,31,11,1
2227,24,2912.14,4565.62,32,11.2,1
2227,24,2912.14,4565.62,33,11.4,1
2227,24,2912.14,4565.62,34,11.4,1
2227,24,2912.14,4565.62,35,11.5,1
2227,24,2912.14,4565.62,36,11.5,1
2227,24,2912.14,4565.62,37,11.6,1
2227,24,2912.14,4565.62,38,12,0
2227,24,2912.14,4565.62,39,12.2,0
2227,24,2912.14,4565.62,40,12.5,0
2233,28,4589.15,8785.69,1,5.5,1
2233,28,4589.15,8785.69,2,5.5,1
2233,28,4589.15,8785.69,3,5.8,1
2233,28,4589.15,8785.69,4,5.9,1
2233,28,4589.15,8785.69,5,5.9,1
2233,28,4589.15,8785.69,6,6,1
2233,28,4589.15,8785.69,7,6,1
2233,28,4589.15,8785.69,8,6,1
2233,28,4589.15,8785.69,9,6.3,1
2233,28,4589.15,8785.69,10,6.3,1
2233,28,4589.15,8785.69,11,6.5,1
2233,28,4589.15,8785.69,12,6.4,1
2233,28,4589.15,8785.69,13,6.4,1
2233,28,4589.15,8785.69,14,6.5,1
2233,28,4589.15,8785.69,15,6.5,1
2233,28,4589.15,8785.69,16,6.5,1
2233,28,4589.15,8785.69,17,6.7,1
2233,28,4589.15,8785.69,18,7.1,1
2233,28,4589.15,8785.69,19,7.7,1
2233,28,4589.15,8785.69,20,8,1
2233,28,4589.15,8785.69,21,8,1
2233,28,4589.15,8785.69,22,8.1,1
2233,28,4589.15,8785.69,23,8.4,1
2233,28,4589.15,8785.69,24,8.6,1
2233,28,4589.15,8785.69,25,8.8,1
2233,28,4589.15,8785.69,26,9.1,1
2233,28,4589.15,8785.69,27,9.3,1
2233,28,4589.15,8785.69,28,10.1,1
2233,28,4589.15,8785.69,29,10.4,1
2233,28,4589.15,8785.69,30,11,1
2233,28,4589.15,8785.69,31,11,1
2233,28,4589.15,8785.69,32,11.2,1
2233,28,4589.15,8785.69,33,11.4,1
2233,28,4589.15,8785.69,34,11.4,1
2233,28,4589.15,8785.69,35,11.5,1
2233,28,4589.15,8785.69,36,11.5,1
2233,28,4589.15,8785.69,37,11.6,1
2233,28,4589.15,8785.69,38,12,1
2233,28,4589.15,8785.69,39,12.2,1
2233,28,4589.15,8785.69,40,12.5,1
2272,30,6067.88,9094.7,1,5.5,1
2272,30,6067.88,9094.7,2,5.5,1
2272,30,6067.88,9094.7,3,5.8,1
2272,30,6067.88,9094.7,4,5.9,1
2272,30,6067.88,9094.7,5,5.9,1
2272,30,6067.88,9094.7,6,6,1
2272,30,6067.88,9094.7,7,6,1
2272,30,6067.88,9094.7,8,6,1
2272,30,6067.88,9094.7,9,6.3,1
2272,30,6067.88,9094.7,10,6.3,1
2272,30,6067.88,9094.7,11,6.5,1
2272,30,6067.88,9094.7,12,6.4,1
2272,30,6067.88,9094.7,13,6.4,1
2272,30,6067.88,9094.7,14,6.5,1
2272,30,6067.88,9094.7,15,6.5,1
2272,30,6067.88,9094.7,16,6.5,1
2272,30,6067.88,9094.7,17,6.7,1
2272,30,6067.88,9094.7,18,7.1,1
2272,30,6067.88,9094.7,19,7.7,1
2272,30,6067.88,9094.7,20,8,1
2272,30,6067.88,9094.7,21,8,1
2272,30,6067.88,9094.7,22,8.1,1
2272,30,6067.88,9094.7,23,8.4,1
2272,30,6067.88,9094.7,24,8.6,1
2272,30,6067.88,9094.7,25,8.8,1
2272,30,6067.88,9094.7,26,9.1,1
2272,30,6067.88,9094.7,27,9.3,1
2272,30,6067.88,9094.7,28,10.1,1
2272,30,6067.88,9094.7,29,10.4,1
2272,30,6067.88,9094.7,30,11,1
2272,30,6067.88,9094.7,31,11,1
2272,30,6067.88,9094.7,32,11.2,1
2272,30,6067.88,9094.7,33,11.4,1
2272,30,6067.88,9094.7,34,11.4,1
2272,30,6067.88,9094.7,35,11.5,1
2272,30,6067.88,9094.7,36,11.5,1
2272,30,6067.88,9094.7,37,11.6,1
2272,30,6067.88,9094.7,38,12,1
2272,30,6067.88,9094.7,39,12.2,1
2272,30,6067.88,9094.7,40,12.5,1
2285,32,3549.23,8045.87,1,5.5,1
2285,32,3549.23,8045.87,2,5.5,1
2285,32,3549.23,8045.87,3,5.8,1
2285,32,3549.23,8045.87,4,5.9,1
2285,32,3549.23,8045.87,5,5.9,1
2285,32,3549.23,8045.87,6,6,1
2285,32,3549.23,8045.87,7,6,1
2285,32,3549.23,8045.87,8,6,1
2285,32,3549.23,8045.87,9,6.3,1
2285,32,3549.23,8045.87,10,6.3,1
2285,32,3549.23,8045.87,11,6.5,1
2285,32,3549.23,8045.87,12,6.4,1
2285,32,3549.23,8045.87,13,6.4,1
2285,32,3549.23,8045.87,14,6.5,1
2285,32,3549.23,8045.87,15,6.5,1
